manufacturer,model,engine,transmission,drivetrain,fuel_type
Toyota,Prius Prime XLE,121.0HP 1.8L 4 Cylinder Engine Plug-In Electric/Gas,CVT Transmission,Front-wheel Drive,Plug-In Hybrid
Toyota,Prius Prime Advanced,Gas/Electric I-4 1.8 L/110,Variable,Front-wheel Drive,Hybrid
Toyota,Prius Prime Advanced,1.8L I4 16V MPFI DOHC Hybrid,Automatic CVT,FWD,Hybrid
Toyota,Prius Prime PREMIUM/PLUG-IN HYBRID/POWER&HEATED SEATS/NAVIGATI,1.8L I4 16V MPFI DOHC Hybrid,Automatic CVT,Front-wheel Drive,Hybrid
Toyota,Prius Prime Premium,"1.8L I-4 DOHC, VVT-i variable valve control, engine with 95HP",CVT,Front-wheel Drive,Gasoline
Toyota,Prius Prime Plus,"1.8L I-4 DOHC, VVT-i variable valve control, engine with 95HP",Variable,Front-wheel Drive,Gasoline
Toyota,Prius Prime XLE,1.8L 4-Cylinder DOHC 16V VVT-i,Variable,Front-wheel Drive,
Toyota,Prius Prime LE,Engine: 1.8L 4-Cylinder DOHC 16V VVT-i,Automatic,Front-wheel Drive,Hybrid
Toyota,Prius Prime LE,121.0HP 1.8L 4 Cylinder Engine Plug-In Electric/Gas,A/T,Front-wheel Drive,Plug-In Hybrid
Toyota,Prius Prime Plus,"1.8L I-4 DOHC, VVT-i variable valve control, engine with 95HP",Automatic,Front-wheel Drive,Gasoline
Toyota,Prius Prime Limited,Gas/Electric I-4 1.8 L/110,Variable,,Hybrid
Toyota,Prius Prime,"1.8L I-4 DOHC, VVT-i variable valve control, engine with 95HP",Variable,Front-wheel Drive,Gasoline
Toyota,Prius Prime Prime,Gas/Electric I-4 1.8 L/110,Variable,Front-wheel Drive,Hybrid
Toyota,Prius Prime Plus,"1.8L I-4 DOHC, VVT-i variable valve control, engine with 95HP","Automatic, ECVT",Front-wheel Drive,Gasoline
Toyota,Prius Prime Advanced,1.8L I4 16V MPFI DOHC Hybrid,Automatic CVT,Front-wheel Drive,Plug-In Hybrid
Toyota,Prius Prime PRIME,1.8L I4 16V MPFI DOHC Hybrid,Automatic CVT,Front-wheel Drive,Hybrid
Toyota,Sienna LE,3.5L V6 24V PDI DOHC,8-Speed Automatic,All-wheel Drive,Gasoline
Toyota,Sienna LE,3.5L V6 24V PDI DOHC,8-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna XLE Premium,3.5L V6 24V MPFI DOHC,6-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna XLE,3.5L V6 24V PDI DOHC,8-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna L,3.5L V6 24V GDI DOHC,8-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna LE,2.5L,Continuously Variable Transmission,,B
Toyota,Sienna CE,3.5L  V6 Cylinder Engine,5-Speed A/T,Front-wheel Drive,Gasoline
Toyota,Sienna XLE,Engine: 3.5L DOHC V6 SMPI,Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna LE,2.5L I4 16V PDI DOHC Hybrid,Automatic CVT,Front-wheel Drive,Hybrid
Toyota,Sienna XSE 7 Passenger,2.5L I4 16V PDI DOHC Hybrid,Automatic CVT,Front-wheel Drive,Hybrid
Toyota,Sienna Limited,"3.5L V-6 DOHC, variable valve control, engine with 266HP",Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna XLE,3.5L V6 24V MPFI DOHC,6-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna XLE,3.5L V6 24V MPFI DOHC,6-Speed Automatic,All-wheel Drive,Gasoline
Toyota,Sienna SE,3.5L V6 24V MPFI DOHC,6-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna XLE,2.5L I4 16V PDI DOHC Hybrid,Automatic CVT,Front-wheel Drive,Hybrid
Toyota,Sienna LE,3.5L V6 24V MPFI DOHC,6-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna XLE,3.5L,8 Speed Elect Controlled Auto Transmission w/Inte.,,B
Toyota,Sienna Limited,2.5L I4 16V PDI DOHC Hybrid,Automatic CVT,Front-wheel Drive,Hybrid
Toyota,Sienna LE,"3.5L V-6 port/direct injection, DOHC, variable valve control, en",Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna XLE,3.3L V6 24V MPFI DOHC,5-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna XLE,3.5L V6 24V GDI DOHC,8-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna XLE,3.5L V6 24V GDI DOHC,8-Speed Automatic,All-wheel Drive,Gasoline
Toyota,Sienna LE,3.3L V6 24V MPFI DOHC,5-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna XLE Premium,"3.5L V-6 DOHC, variable valve control, engine with 266HP",Automatic,All-wheel Drive,Gasoline
Toyota,Sienna XLE,2.5L,Continuously Variable Transmission,,B
Toyota,Sienna Limited,2.5L I4 16V PDI DOHC Hybrid,Automatic CVT,All-wheel Drive,Hybrid
Toyota,Sienna Limited,3.5L V6 24V MPFI DOHC,6-Speed Automatic,All-wheel Drive,Gasoline
Toyota,Sienna XLE,3.5L V6 24V PDI DOHC,8-Speed Automatic,All-wheel Drive,Gasoline
Toyota,Sienna XLE,3.5L V6 24V MPFI DOHC,5-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna L,3.5L V6 24V PDI DOHC,8-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna XLE Limited,3.3L V6 24V MPFI DOHC,5-Speed Automatic,All-wheel Drive,Gasoline
Toyota,Sienna XLE,3.5L,8 Speed Elect Controlled Auto Transmission w/Inte.,,Gasoline
Toyota,Sienna XLE Limited,3.5L V6 24V MPFI DOHC,5-Speed Automatic,All-wheel Drive,Gasoline
Toyota,Sienna XLE Premium,3.5L V6 24V GDI DOHC,8-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna XLE Premium,3.5L V6 24V PDI DOHC,8-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna SE,3.5L V6 24V PDI DOHC,8-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna,2.5L I4 16V PDI DOHC Hybrid,Automatic CVT,All-wheel Drive,Hybrid
Toyota,Sienna Limited,3.5L V6 24V PDI DOHC,8-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna Limited Premium,3.5L V6 24V MPFI DOHC,6-Speed Automatic,All-wheel Drive,Gasoline
Toyota,Sienna Limited Premium,3.5L V6 24V PDI DOHC,8-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna XLE,266.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Front-wheel Drive,Gasoline
Toyota,Sienna LE,2.5L I4 16V PDI DOHC Hybrid,Automatic CVT,All-wheel Drive,Hybrid
Toyota,Sienna Limited,3.5L V6 24V MPFI DOHC,6-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna Platinum 7 Passenger,2.5L I4 16V PDI DOHC Hybrid,Automatic CVT,Front-wheel Drive,Hybrid
Toyota,Sienna LE,3.5L,8 Speed Elect Controlled Auto Transmission w/Inte.,,B
Toyota,Sienna LE 8 Passenger,Gas/Electric I-4 2.5 L/152,Variable,Front-wheel Drive,Hybrid
Toyota,Sienna Platinum,2.5L,Continuously Variable Transmission,,Gasoline
Toyota,Sienna XSE 7 Passenger,2.5L I4 16V PDI DOHC Hybrid,Automatic CVT,All-wheel Drive,Hybrid
Toyota,Sienna SE,"3.5L V-6 port/direct injection, DOHC, variable valve control, en",Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna SE Premium,3.5L V6 24V MPFI DOHC,6-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna XLE,"3.5L V-6 DOHC, variable valve control, engine with 266HP",6-Speed Automatic Electronic with Overdrive,Front-wheel Drive,Gasoline
Toyota,Sienna Limited,2.5L,Continuously Variable Transmission,,B
Toyota,Sienna Platinum 7 Passenger,2.5L I4 16V PDI DOHC Hybrid,Automatic CVT,All-wheel Drive,Hybrid
Toyota,Sienna L,3.5L V6 24V MPFI DOHC,6-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna XLE,3.5L V6 24V MPFI DOHC,5-Speed Automatic,All-wheel Drive,Gasoline
Toyota,Sienna XLE,2.5L I4 16V PDI DOHC Hybrid,Automatic CVT,All-wheel Drive,Hybrid
Toyota,Sienna XLE,Regular Unleaded V-6 3.5 L/211,Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna XLE,3.5L V6 24V GDI DOHC,8-Speed Automatic,FWD,Gasoline
Toyota,Sienna SE,3.5L V6 24V PDI DOHC,8-Speed Automatic,FWD,Gasoline
Toyota,Sienna LE,3.0L V6 24V MPFI DOHC,4-Speed Automatic,FWD,Gasoline
Toyota,Sienna LE,3.5L V6 24V MPFI DOHC,5-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna LE,3.5L V6 24V GDI DOHC,8-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna LE,3.5L V6 24V MPFI DOHC,6-Speed Automatic,All-wheel Drive,Gasoline
Toyota,Sienna XLE,"3.5L V-6 DOHC, variable valve control, engine with 265HP",Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna HANDICAP ACCESSIBLE,3.3L V6 24V MPFI DOHC,5-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna LE,3.5L,8 Speed Elect Controlled Auto Transmission w/Inte.,,Gasoline
Toyota,Sienna Limited,"3.5L V-6 DOHC, variable valve control, engine with 265HP",Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna LE,2.5L I4 16V PDI DOHC Hybrid,Automatic CVT,FWD,Hybrid
Toyota,Sienna LE,"3.5L V-6 DOHC, variable valve control, engine with 266HP",Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna XLE,2.5L I4 16V PDI DOHC Hybrid,Automatic,Front-wheel Drive,Hybrid
Toyota,Sienna XLE,"3.5L V-6 port/direct injection, DOHC, variable valve control, en",Automatic,All-wheel Drive,Gasoline
Toyota,Sienna,3.5L V6 24V MPFI DOHC,5-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna LE Auto Access Seat,3.5L V6 24V MPFI DOHC,6-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna Limited,3.5L V6 24V MPFI DOHC,6-Speed Automatic,AWD,Gasoline
Toyota,Sienna SE,"3.5L V-6 DOHC, variable valve control, engine with 266HP",Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna CE,3.5L V6 24V MPFI DOHC,5-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna XLE Premium,"3.5L V-6 DOHC, variable valve control, engine with 266HP",6-Speed Automatic Electronic with Overdrive,All-wheel Drive,Gasoline
Toyota,Sienna LE,"3.5L V-6 DOHC, variable valve control, engine with 266HP",Automatic,All-wheel Drive,Gasoline
Toyota,Sienna LE,"3.5L V-6 DOHC, variable valve control, engine with 265HP","Automatic, 6-Spd w/Overdrive",Front-wheel Drive,Gasoline
Toyota,Sienna LE,Regular Unleaded V-6 3.5 L/211,Automatic,,Gasoline
Toyota,Sienna XLE,3.5L V6 24V PDI DOHC,8-Speed Automatic,FWD,Gasoline
Toyota,Sienna LE,"2.7L I-4 DOHC, VVT-i variable valve control, engine with 187HP",Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna XLE,3.5L DOHC 24-valve VVT-i V6 engine w/electronic direct ignition,Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna Base,3.5L V6 24V MPFI DOHC,6-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna XLE,"3.5L V-6 DOHC, variable valve control, engine with 266HP",Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna XLE Premium,3.5L V6 24V PDI DOHC,8-Speed Automatic,All-wheel Drive,Gasoline
Toyota,Sienna XLE,3.5L V6 24V MPFI DOHC,6-Speed Automatic,AWD,Gasoline
Toyota,Sienna XLE Premium,Regular Unleaded V-6 3.5 L/211,Automatic,,Gasoline
Toyota,Sienna CE,266.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Front-wheel Drive,Gasoline
Toyota,Sienna XLE,"3.5L V-6 port/direct injection, DOHC, variable valve control, en",Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna XSE 7 Passenger,"Dynamic Force 2.5L I-4 port/direct injection, DOHC, VVT-iE/VVT-i",Automatic,All-wheel Drive,Gasoline
Toyota,Sienna Limited,2.5L,Continuously Variable Transmission,,Gasoline
Toyota,Sienna XLE,2.5L,Continuously Variable Transmission,,G
Toyota,Sienna XLE Limited,3.5L V6 24V MPFI DOHC,5-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna XSE,2.5L I4 16V PDI DOHC Hybrid,Automatic,All-wheel Drive,Hybrid
Toyota,Sienna Limited,2.5L I4 16V PDI DOHC Hybrid,Automatic CVT,AWD,Hybrid
Toyota,Sienna XLE Limited,3.3L V6 24V MPFI DOHC,5-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna,3.5L V6 24V MPFI DOHC,6-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna Limited Premium,3.5L V6 24V PDI DOHC,8-Speed Automatic,All-wheel Drive,Gasoline
Toyota,Sienna LE,"3.5L V-6 DOHC, variable valve control, engine with 265HP",Automatic,All-wheel Drive,Gasoline
Toyota,Sienna Limited Premium,266.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,All-wheel Drive,Gasoline
Toyota,Sienna LE,Gas/Electric I-4 2.5 L/152,Variable,Front-wheel Drive,Hybrid
Toyota,Sienna XLE Premiu,3.5L,8 Speed Elect Controlled Auto Transmission w/Inte.,,Gasoline
Toyota,Sienna SE Premium,3.5L V6 24V PDI DOHC,8-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna Platinum 7 Passenger,2.5L I4 16V PDI DOHC Hybrid,Automatic,All-wheel Drive,Hybrid
Toyota,Sienna XLE Limited,230.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Front-wheel Drive,Gasoline
Toyota,Sienna SE,3.5L V6 24V GDI DOHC,8-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna CE,266.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Front-wheel Drive,Gasoline
Toyota,Sienna XLE,"3.5L V-6 port/direct injection, DOHC, variable valve control, en",8-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna LE,"3.5L V-6 port/direct injection, DOHC, variable valve control, en",Automatic,All-wheel Drive,Gasoline
Toyota,Sienna LE,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Front-wheel Drive,Gasoline
Toyota,Sienna XLE 8 Passenger,"Dynamic Force 2.5L I-4 port/direct injection, DOHC, VVT-iE/VVT-i",Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna LE,3.0L V6 24V MPFI DOHC,4-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna LE 8 Passenger,245.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,A/T,All-wheel Drive,Hybrid
Toyota,Sienna LE,3.5L V6 24V MPFI DOHC,6-Speed Automatic,FWD,Gasoline
Toyota,Sienna L,3.5L,8 Speed Elect Controlled Auto Transmission w/Inte.,,B
Toyota,Sienna LE,3.5L V6 SMPI DOHC,6-Speed Automatic Electronic with Overdrive,Front-wheel Drive,Gasoline
Toyota,Sienna Limited,3.5L V6 24V GDI DOHC,8-Speed Automatic,All-wheel Drive,Gasoline
Toyota,Sienna SE,"3.5L V-6 DOHC, variable valve control, engine with 265HP",Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna XLE Premium,Regular Unleaded V-6 3.5 L/211,Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna LE,3.5L V6 24V GDI DOHC,8-Speed Automatic,All-wheel Drive,Gasoline
Toyota,Sienna LE,3.5L V6 SMPI DOHC,6-Speed Automatic Electronic with Overdrive,All-wheel Drive,Gasoline
Toyota,Sienna,3.5L V6 24V PDI DOHC,8-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna LE,"3.5L V-6 DOHC, variable valve control, engine with 265HP",Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna CE,3.5L DOHC 24-valve VVT-i V6 engine w/electronic direct ignition,Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna XLE Limited,"3.3L V-6 DOHC, variable valve control, engine with 215HP",Automatic,All-wheel Drive,Gasoline
Toyota,Sienna Limited Pr,3.5L,8 Speed Elect Controlled Auto Transmission w/Inte.,,Gasoline
Toyota,Sienna XLE,3.5L V6 24V MPFI DOHC,5-Speed Automatic,FWD,Gasoline
Toyota,Sienna XLE,2.5L,Continuously Variable Transmission,,Gasoline
Toyota,Sienna SE,3.5L V6 SMPI DOHC,Automatic,Front-wheel Drive,
Toyota,Sienna LE,266.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,Front-wheel Drive,Gasoline
Toyota,Sienna Limited,3.5L V6 24V PDI DOHC,8-Speed Automatic,All-wheel Drive,Gasoline
Toyota,Sienna XSE,2.5L,Continuously Variable Transmission,,Gasoline
Toyota,Sienna Platinum 7 Passenger,245.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,A/T,All-wheel Drive,Hybrid
Toyota,Sienna XSE,Gas/Electric I-4 2.5 L/152,Variable,Front-wheel Drive,Hybrid
Toyota,Sienna LE,3.5L V6 24V MPFI DOHC,6-Speed Automatic,AWD,Gasoline
Toyota,Sienna LE,Regular Unleaded V-6 3.5 L/211,Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna CE,"3.5L V-6 DOHC, variable valve control, engine with 266HP",Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna,2.5L I4 16V PDI DOHC Hybrid,Automatic CVT,Front-wheel Drive,Hybrid
Toyota,Sienna XLE,266.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,6-Speed A/T,All-wheel Drive,Gasoline
Toyota,Sienna LE,Regular Unleaded V-6 3.5 L/211,Automatic,All-wheel Drive,Gasoline
Toyota,Sienna XLE,Gas/Electric I-4 2.5 L/152,Variable,Front-wheel Drive,Hybrid
Toyota,Sienna Limited Premium,3.5L V6 24V GDI DOHC,8-Speed Automatic,All-wheel Drive,Gasoline
Toyota,Sienna SE Premium,"3.5L V-6 DOHC, variable valve control, engine with 266HP",6-Speed Automatic Electronic with Overdrive,Front-wheel Drive,Gasoline
Toyota,Sienna XSE 7 Passenger,245.0HP 2.5L 4 Cylinder Engine Gas/Electric Hybrid,A/T,Front-wheel Drive,Hybrid
Toyota,Sienna XLE Premium,296.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Front-wheel Drive,Gasoline
Toyota,Sienna LE,3.5L V6 24V MPFI DOHC,5-Speed Automatic,All-wheel Drive,Gasoline
Toyota,Sienna XLE,3.5L V6 24V MPFI DOHC,6-Speed Automatic,FWD,Gasoline
Toyota,Sienna XSE,2.5L,Continuously Variable Transmission,,B
Toyota,Sienna Limited,"3.5L V-6 port/direct injection, DOHC, variable valve control, en",Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna XLE Limited,V6 Cylinder Engine,Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna XLE,Regular Unleaded V-6 3.5 L/211,Automatic,All-wheel Drive,Gasoline
Toyota,Sienna SE,V6 3.5L Natural Aspiration,Automatic 6-Speed,Front-wheel Drive,Gasoline
Toyota,Sienna XLE Premium,3.5L V6 24V GDI DOHC,8-Speed Automatic,All-wheel Drive,Gasoline
Toyota,Sienna XLE,3.3L V6 24V MPFI DOHC,5-Speed Automatic,All-wheel Drive,Gasoline
Toyota,Sienna LE,Engine: 2.5L I4 w/VVT-iE,Automatic,Front-wheel Drive,Hybrid
Toyota,Sienna XLE,3.5L V6 SMPI DOHC,6-Speed Automatic Electronic with Overdrive,Front-wheel Drive,Gasoline
Toyota,Sienna LE,"3.5L V-6 DOHC, variable valve control, engine with 265HP",6-Speed Automatic Electronic with Overdrive,Front-wheel Drive,Gasoline
Toyota,Sienna LE,"3.5L V-6 DOHC, variable valve control, engine with 266HP","Automatic, 6-Spd",Front-wheel Drive,Gasoline
Toyota,Sienna XSE 7 Passenger,2.5L I4 16V PDI DOHC Hybrid,Automatic CVT,FWD,Hybrid
Toyota,Sienna XSE 7 Passenger,"Dynamic Force 2.5L I-4 port/direct injection, DOHC, VVT-iE/VVT-i",Variable,All-wheel Drive,Gasoline
Toyota,Sienna LE,Gas V6 3.3L/201,Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna XSE 7 Passenger,"Dynamic Force 2.5L I-4 port/direct injection, DOHC, VVT-iE/VVT-i",Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna XLE,"3.5L V-6 port/direct injection, DOHC, variable valve control, en",AUTOMATIC,Front-wheel Drive,Gasoline
Toyota,Sienna LE,V6 3.5L Natural Aspiration,Automatic 6-Speed,Front-wheel Drive,Gasoline
Toyota,Sienna SE Premium,3.5L V6 24V PDI DOHC,8-Speed Automatic,All-wheel Drive,Gasoline
Toyota,Sienna XLE,2.5L I4 16V PDI DOHC Hybrid,Automatic CVT,FWD,Hybrid
Toyota,Sienna,3.3L 24-valve SEFI DOHC VVT-i V6 engine w/electronic direct igni,Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna XSE,2.5L I4 16V PDI DOHC Hybrid,Automatic CVT,Front-wheel Drive,Hybrid
Toyota,Sienna SE,3.5L V6 24V PDI DOHC,8-Speed Automatic,All-wheel Drive,Gasoline
Toyota,Sienna LE,3.3L V6 24V MPFI DOHC,5-Speed Automatic,FWD,Gasoline
Toyota,Sienna XLE Limited,215.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Front-wheel Drive,Gasoline
Toyota,Sienna LE,Gas V6 3.5L/211,Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna LE,3.0L four-cam EFI 24-valve V6 engine,Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna XLE 8 Passenger,"Dynamic Force 2.5L I-4 port/direct injection, DOHC, VVT-iE/VVT-i",CVT,Front-wheel Drive,Gasoline
Toyota,Sienna Limited,Regular Unleaded V-6 3.5 L/211,Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna LE Auto Access Seat,3.5L V6 24V PDI DOHC,8-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna Limited,3.5L V6 24V GDI DOHC,8-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna XLE Auto Access Seat,3.5L V6 24V PDI DOHC,8-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna XSE 7 Passenger,"Dynamic Force 2.5L I-4 port/direct injection, DOHC, VVT-iE/VVT-i",CVT,Front-wheel Drive,Gasoline
Toyota,Sienna LE,"3.5L V-6 port/direct injection, DOHC, variable valve control, en",8-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna XLE Premium,3.5L V6 24V MPFI DOHC,6-Speed Automatic,All-wheel Drive,Gasoline
Toyota,Sienna XLE,"3.5L V-6 DOHC, variable valve control, engine with 266HP",Automatic,All-wheel Drive,Gasoline
Toyota,Sienna CE,3.3L V6 24V MPFI DOHC,5-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna,3.3L V6 24V MPFI DOHC,5-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna,3.5L V6 24V PDI DOHC,8-Speed Automatic,All-wheel Drive,Gasoline
Toyota,Sienna SE,Regular Unleaded V-6 3.5 L/211,Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna XSE,2.5L I4 16V PDI DOHC Hybrid,Automatic CVT,All-wheel Drive,Hybrid
Toyota,Sienna XLE,"3.5L V-6 DOHC, variable valve control, engine with 266HP",6-Speed Shiftable Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna LE,2.7L I4 16V MPFI DOHC,6-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna LE AAS,3.5L DOHC 24-valve V6 engine,Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna XLE,"3.3L V-6 DOHC, variable valve control, engine with 230HP",Automatic 5-Speed,Front-wheel Drive,Gasoline
Toyota,Sienna SE,"3.5L V-6 DOHC, variable valve control, engine with 266HP",6-Speed Automatic Electronic with Overdrive,Front-wheel Drive,Gasoline
Toyota,Sienna CE,"3.3L V-6 DOHC, variable valve control, engine with 215HP",Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna XLE LTD,3.3L 24-valve MPFI DOHC VVT-i V6 engine w/iridium-tipped spark p,Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna XLE Limited,"3.5L V-6 DOHC, variable valve control, engine with 266HP",Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna Limited,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,All-wheel Drive,Gasoline
Toyota,Sienna XLE,"3.5L V-6 DOHC, variable valve control, engine with 266HP",5-Speed Automatic with Overdrive,Front-wheel Drive,Gasoline
Toyota,Sienna LE,2.5L I4 16V PDI DOHC Hybrid,1-Speed CVT with Overdrive,All-wheel Drive,Hybrid
Toyota,Sienna Limited,"3.5L V-6 DOHC, variable valve control, engine with 266HP",6-Speed Shiftable Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna LE/AUTO,3.5L V6 24V MPFI DOHC,6-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna LE,2.5L,Continuously Variable Transmission,,Gasoline
Toyota,Sienna Platinum,2.5L I4 16V PDI DOHC Hybrid,Automatic CVT,All-wheel Drive,Hybrid
Toyota,Sienna LE,3.5L V6 24V PDI DOHC,8-Speed Automatic,FWD,Gasoline
Toyota,Sienna XSE 25th Anniversary,2.5L I4 16V PDI DOHC Hybrid,Automatic CVT,All-wheel Drive,Hybrid
Toyota,Sienna SE,3.5L,8 Speed Elect Controlled Auto Transmission w/Inte.,,B
Toyota,Sienna,3.5L V6 24V MPFI DOHC,6-Speed Automatic,All-wheel Drive,Gasoline
Toyota,Sienna CE,3.3L V6 24V MPFI DOHC,5-Speed Automatic,FWD,Gasoline
Toyota,Sienna LE,2.7L I4 16V MPFI DOHC,6-Speed Automatic,FWD,Gasoline
Toyota,Sienna XSE,2.5L I4 16V PDI DOHC Hybrid,Automatic CVT,FWD,Hybrid
Toyota,Sienna XLE Limited,215.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Front-wheel Drive,Gasoline
Toyota,Sienna XLE 7,3.5L 24-valve DOHC VVT-i V6 engine w/electronic direct ignition,Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna L,3.5L V6 24V EFI DOHC,Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna XLE,3.5L V6 24V PDI DOHC,8-Speed Automatic,AWD,Gasoline
Toyota,Sienna XLE,3.5L DOHC 24-valve V6 engine,Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna LE,3.5L V6 24V MPFI DOHC,5-Speed Automatic,FWD,Gasoline
Toyota,Sienna XLE Premiu,3.5L,8 Speed Elect Controlled Auto Transmission w/Inte.,,B
Toyota,Sienna Woodland Edition,2.5L I4 16V PDI DOHC Hybrid,Automatic CVT,All-wheel Drive,Hybrid
Toyota,Sienna CE,3.0L four-cam MPFI 24-valve V6 engine,Automatic,Front-wheel Drive,Gasoline
Toyota,Sienna XLE,265.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Front-wheel Drive,Gasoline
Toyota,Sienna Limited Premium,"3.5L V-6 port/direct injection, DOHC, variable valve control, en",Automatic,All-wheel Drive,Gasoline
Toyota,Sienna XLE,Gas V6 3.5L/211,Automatic,Front-wheel Drive,Gasoline
